id,board,context,chunk,keyword
61,男女,"有沒有人，在一起後，到頭來還是會想念過去愛過的人

或者，在結婚的前幾天，心中莫名惋惜，如果能跟他，不知道有多好

或者自己以前跟他有討論過買哪裡的房，要裝潢成什麼樣子，想要有怎樣的生活
我昨天完成了這件事情，卻也突然的想起我跟他開心談過的事

他就這樣倏忽間來了，可是自己卻不知如何處理這樣的情緒
最後只剩下時間跟忙碌處理


可能要修文一下
我還單身，朝自己的目標前進
有認識對象但也都沒有說要進一步

只是好奇其他人而已
在此澄清


--","到頭來還是會想念過去愛過的人

或者",想念
62,男女,"大家好，最近有些許煩惱，其實說是煩惱也只是小煩惱而已

早在三十一歲時，我就跟家人說不婚，今年三十九歲了，有點覺得想順其自然
先減重在看能不能夠交往到女朋友
最主要原因是，疼愛我的祖母一百歲，在今年二月底時過世，過年前我家人問說要不要
回來過年，我祖母插管，還一直點頭，我祖母，伯母，外婆，她們三個人都曾說他們年紀
大了，怕來不及看到我結婚，但我因為服用精神科的藥物，副作用肥胖，也覺得自卑，
自信不是別人給予的，而是要靠自己，雖然醫生幫我做遺傳檢測說我精神疾病遺傳機率低
但我對感情沒有太多期望。

本來決定不婚，然而今年卻猶豫了起來，祖母過世，讓沒交過女朋友，又有思覺失調症，
感覺我缺乏了很多東西，讓我對感情很猶豫。

之前來男女版發文章，還有人說叫我趕快去看醫生，但其實我
已經吃了快二十年的藥物，醫生說要終身吃藥，醫生曾經說他每天的病患很多，覺得我
是他病人中恢復最好的三個其中之一，當年SARS爆發，2003年也是我發病的時候，因為小
感冒被檢舉疑似感染SARS，我有到醫院做檢查，說是感冒，最近武漢肺炎也讓我不敢出門
當年當兵體檢時，還差點被關進去精神病房，原本想做替代役，後來也免疫。

控制慾強是恐怖情人的最大特徵之一，以前很喜歡一位女生，但她缺點滿多的，尤其是控
制慾強我受不了，胸前掛個十字架，也沒問她是甚麼教，想這些都沒用，一生只愛一個人
，我不信。

其實我也不知道順其自然，交的到就交，不要太勉強，這種想法是對不對，但要減重的
健康一點，腳也才比較不會痛，工作也能夠順利些。

我對於交女朋友是猶豫的，先減重再說吧，這也是我現在的心情，先照顧好自己，其他
一切以後再說，其實我知道別人對精神病患是有歧視的，也盡量不敢跟別人講，把自己的
底牌全掀開，這樣也不好，而且精神分裂是精神疾病中最嚴重的其中一個

等喜歡自己時，再來考慮更多的事情

睡前兩小時使用3C產品對睡眠有不好的影響，先關電腦了，如果有留言，明天再回覆。

謝謝

--
劍聖席巴：朋友？多麼讓人懷念的字眼阿，已經好久沒有稱得上是朋友的人。

--",多麼讓人懷念的字眼阿,懷念
63,男女,"清明節是掃墓祭祖時節，不少單身男女在祭拜祖先
時默禱先人，會努力找到「幸福美滿」婚姻，半個月來
，從19歲到84歲，甚至有四位回台的三男一女，先後
到中壢區美滿服務中心報名未婚或二春「個別一對一」
聯誼，社工人員也加快腳步，希望這些「佳節孤兒」能
早日如願。

　　今年19歲的陳姓女生告訴中壢區美滿服務中心主任
徐乃義，媽媽18歲生下她，很多人說年紀輕的父母會生
下健康寶寶，就讀護理系的陳姓女生坦言很少用健保卡
，她身體健康不擔心肺炎威脅，如果有20歲以下適當對
象，但中壢區美滿服務中心男生參加者最小是23歲，比
她期望「老」三歲，社工人員為此傷腦筋。

　　四位海外回台的男女，因為疫情關係，短期不會再
出國，留國內期間，希望早日完成終身大事，擁有碩博
士學位的四人，開出的條件是希望可以用英文溝通的對
象，可能他們希望疫情過後仍然赴美生活，擁有綠卡的
女生，坦言希望將來男生也可以定居美國。

　　今年84歲的張姓退休公務員告訴徐乃義，太太因病
往生已五年，五年來仍懷念過去夫妻相處時光，幾天前
陪兒女提前掃墓，回家當晚作夢，太太希望他再找老伴
，第二天他跟兒媳談此事，兒媳坦言要忙於工作，無法
天天陪老爸，希望老爸可以再找「第二春」，張先生說，
只要女方身體健康、個性開朗就好，不用料理三餐，因
為家中有多年幫傭煮三餐。

　　另一位82歲的「田僑仔」告訴徐乃義，他身強力壯
，由於天天運動，因此希望能找個可以生育的續弦，他
願意簽字給一半財產，徐乃義告訴他，果真成真，孩子
一生下爸爸就80多歲，實在太「殘忍」而婉拒報名，「
田僑仔」還氣呼呼說，不給參加，沒甚麼了不起，他要
去找20多歲「外籍新娘」。

　　今年念國小五年級的小男生，父親過世後母親當臨
時工養兩個孩子，雖然有慈善機構認養扶助，小男生希
望媽媽再找個新爸爸，可以減輕媽媽負擔，讓曾經擔任
台北與桃園家扶中心社工與主任的徐乃義稱許小男生懂
事，並立即安排一位喪偶的男士，希望小男生早日如願
。

　　報名的男女生也大學碩士以上學歷，都有正當工作
，社工發現，受疫情影響，護理師仍是很多男士的最愛
，過去認為高不可攀的空姐，不少男士也認為可以一試
；至於女生，仍然希望有正常工作，個性幽默，身高體
重正常，如果有房有車的男生更是加分。

　　徐乃義指出，由於季節因素觸動想結婚的動機並非
壞事，但婚姻是一輩子的事，男女要可以相互接納，相
知相惜，主客觀條件更不可少，自己更該有成熟的結婚
成家心理準備，才能永遠幸福美滿。

2020-04-04 聯合報 桃園即時報導https://udn.com/news/story/7324/4467596--",五年來仍懷念過去夫妻相處時光,懷念
64,男女,"第一次在這裡發文用手機打的請見諒

我跟我的前前任是遠距離交往快一年，她在台北我在台南，我們都是彼此的初戀，即時很
常因為小事情爭吵，但感情還算穩定。

在三年前的12/31有吵架，隔天上班外送的途中收到她的訊息說要分手，當下雖然情緒很
崩潰，也沒有挽留她就這樣分開了。

分開後的每一天都很難熬，偶爾就會在只有自己看得到的ig帳號發一下思念她的話，也因
為失眠跟情緒壓力的關係選擇休學，回到家鄉調適。大概一兩個月過後發現她的line背景
圖片換上一台重機，動態消息看起來像是已經有對象的感覺，那時候意識到是不是被劈腿
了，馬上傳訊息問她的好朋友，她是不是有交往對象了，她的朋友沒有回應我。

分開8個月後，我傳訊息給前前任，跟她說謝謝她之前的陪伴，祝你幸福 ，然後就被封鎖
了哈哈。這麼做只是想讓自己慢慢的放下，去釋懷

之後也交往了一個一年多的女友，在上個月的時候分手，一個禮拜過後ig突然收到一則訊
息，是前前任傳來的，她對我說了抱歉，當初傷害了我，沒有提到劈腿的事情。
我以為我已經放下對她的回億，其實還沒放下，只是我自己把她藏起來了，她的出現又讓
那些情緒湧上來。我沒有多說什麼只對她沒關係，我不在意了。

昨天上去台北找朋友，傳訊息問她要不要見一面，想問清楚一些事情，見了面之後，也從
她口中確認當時確實劈腿了，我們兩個站在路邊不發一語，我想牽起她的手但是她拒絕了
，我不知道為什麼我想做這個動作，甚至想擁抱她，即時我知道我不行。我不知道該用什
麼態度去面對她，是愛嗎？還是只是再思念過去的人。
最後我離開了，這次我沒有回頭也不敢回頭，因為眼淚再打轉，控制不住自己想趕快找個
地方哭泣。
我知道自己真的很犯賤，明明她是傷害我的人，但是始終恨不了。



--",偶爾就會在只有自己看得到的ig帳號發一下思念她的話,思念
65,男女,"第一次在這裡發文用手機打的請見諒

我跟我的前前任是遠距離交往快一年，她在台北我在台南，我們都是彼此的初戀，即時很
常因為小事情爭吵，但感情還算穩定。

在三年前的12/31有吵架，隔天上班外送的途中收到她的訊息說要分手，當下雖然情緒很
崩潰，也沒有挽留她就這樣分開了。

分開後的每一天都很難熬，偶爾就會在只有自己看得到的ig帳號發一下思念她的話，也因
為失眠跟情緒壓力的關係選擇休學，回到家鄉調適。大概一兩個月過後發現她的line背景
圖片換上一台重機，動態消息看起來像是已經有對象的感覺，那時候意識到是不是被劈腿
了，馬上傳訊息問她的好朋友，她是不是有交往對象了，她的朋友沒有回應我。

分開8個月後，我傳訊息給前前任，跟她說謝謝她之前的陪伴，祝你幸福 ，然後就被封鎖
了哈哈。這麼做只是想讓自己慢慢的放下，去釋懷

之後也交往了一個一年多的女友，在上個月的時候分手，一個禮拜過後ig突然收到一則訊
息，是前前任傳來的，她對我說了抱歉，當初傷害了我，沒有提到劈腿的事情。
我以為我已經放下對她的回億，其實還沒放下，只是我自己把她藏起來了，她的出現又讓
那些情緒湧上來。我沒有多說什麼只對她沒關係，我不在意了。

昨天上去台北找朋友，傳訊息問她要不要見一面，想問清楚一些事情，見了面之後，也從
她口中確認當時確實劈腿了，我們兩個站在路邊不發一語，我想牽起她的手但是她拒絕了
，我不知道為什麼我想做這個動作，甚至想擁抱她，即時我知道我不行。我不知道該用什
麼態度去面對她，是愛嗎？還是只是再思念過去的人。
最後我離開了，這次我沒有回頭也不敢回頭，因為眼淚再打轉，控制不住自己想趕快找個
地方哭泣。
我知道自己真的很犯賤，明明她是傷害我的人，但是始終恨不了。



--",還是只是再思念過去的人,思念
66,男女,"總覺得這篇會被噓

--
乳題

交往將近兩年的時間

在去年十月中跟她協議分手了

因為到了末期拖了很久 傷感慢慢宣洩完

所以分手當下沒有死去活來

吃了分手餐載她回家還彼此相擁了一下



但當後來情緒慢慢湧上時

一下子走不出來

正好身旁有個本來就很親近的異性朋友

被她安慰了好一陣子

期間被約去看海 吃飯

在心頭空虛寂寞時 瞬間被好感給填滿

之後又發生了一些事

於是在十二月就閃電在一起了

但好景不長

後來的我們發現彼此沒有太多的友情基礎

感情進展的太快

導致對對方都還很不熟悉

最後在受不了之下 一月時她又閃電提了分手

這次前後也才一個月

沉澱下來後認為後面的一段關係

只是自己自私的想要找到心裡慰藉

填滿空出的那塊罷了

前段感情結束的太和平 也讓我失去了戒心

但也因為那段時光才讓我體會到在前一段感情之中

跟她的合拍 契合是後面一任比不上的

彼此間有十足的默契

甚至在愛情之外也能像朋友一樣相處



只是體會到這一切好像都已經太慢了

身旁友人說這很正常 沒有比較沒有傷害

但當初不懂得好好珍惜

非得要在跟別人好上後才在懷念過去

才知道原來自己這麼喜歡她

每次想到這裡都覺得自己很犯賤

想請問我能做些什麼讓自己從這種情緒開脫嗎

還是是真的沒有比較沒有傷害



感覺再這麼下去會衝動想找前任復合

但明明知道現階段讓彼此沉澱成長才是正確的方法

思緒好混亂

qq


--","總覺得這篇會被噓

--
乳題

交往將近兩年的時間

在去年十月中跟她協議分手了

因為到了末期拖了很久 傷感慢慢宣洩完

所以分手當下沒有死去活來

吃了分手餐載她回家還彼此相擁了一下



但當後來情緒慢慢湧上時

一下子走不出來

正好身旁有個本來就很親近的異性朋友

被她安慰了好一陣子

期間被約去看海 吃飯

在心頭空虛寂寞時 瞬間被好感給填滿

之後又發生了一些事

於是在十二月就閃電在一起了

但好景不長

後來的我們發現彼此沒有太多的友情基礎

感情進展的太快

導致對對方都還很不熟悉

最後在受不了之下 一月時她又閃電提了分手

這次前後也才一個月

沉澱下來後認為後面的一段關係

只是自己自私的想要找到心裡慰藉

填滿空出的那塊罷了

前段感情結束的太和平 也讓我失去了戒心

但也因為那段時光才讓我體會到在前一段感情之中

跟她的合拍 契合是後面一任比不上的

彼此間有十足的默契

甚至在愛情之外也能像朋友一樣相處



只是體會到這一切好像都已經太慢了

身旁友人說這很正常 沒有比較沒有傷害

但當初不懂得好好珍惜

非得要在跟別人好上後才在懷念過去

才知道原來自己這麼喜歡她

每次想到這裡都覺得自己很犯賤

想請問我能做些什麼讓自己從這種情緒開脫嗎

還是是真的沒有比較沒有傷害



感覺再這麼下去會衝動想找前任復合

但明明知道現階段讓彼此沉澱成長才是正確的方法

思緒好混亂

qq


--",懷念
67,男女,"不知道我想法是不是太傳統，或者是我個人觀念轉不過來

我覺得自己交往到二任之後，就覺得自己很不能接受這樣的自己

幾年前聽朋友說他大學時換過4任，我就覺得太快也太多了

每一個愛過的在心裡面都有很重要的位置

可是這個位置人換了太多次，我逐漸不知道自己為什麼愛？愛的是什麼？

而到現在開始能自己經濟獨立有錢環遊世界吃好睡好不用人擔心

我又再一次去認識更多人，卻發現他們內在藏了很多秘密

卻讓我很懷念以前高中大學單純的時代

我寧可曾經愛過的人是意外走了，也不是說了分手從此人間蒸發消失

而我那一個位置就這樣換了人，越到新的一個，那個感覺就越來越弱

我就一直想，如果結果是分手的話，那何必當初？

把這個位置留給那一個人，不要在我心中留下這麼甜卻不能永遠的回憶

問問看大家的想法




--","卻發現他們內在藏了很多秘密

卻讓我很懷念以前高中大學單純的時代

我寧可曾經愛過的人是意外走了",懷念
68,男女,"我曾在星座版問過，
但想想還是請教一下這裡的女神們，
我在交友軟體認識一個女孩，
出來見過兩次，
分別是下午茶跟晚餐，
也要到賴跟臉書，
而見面時相處其實很熱絡，
尤其第二次我確定她是開心的，
過程中聊了很多想法，
也知道她前任分手原因，
我開她玩笑她也都很配合的笑，
甚至在吃完飯後還笑著打了我兩下，
送她回家時又在車上聊了一陣子，
感覺得出來她沒有急著想離開，
甚至一度想要多聊一下的感覺。
就我的初步認識，
她算是靦腆小心謹慎的女生，
打我那兩下讓我覺得她對我有初步信任，
稍微放鬆防備了。

但透過賴的對話總是忽冷忽熱，
都是我開頭，
除了早安晚安我都盡力找話題聊，
但都是簡單回覆，
文字的過程似乎無法聊到心裡。
可是我傳的訊息都會回，
只是隔的時間久了一點，
但有時他會解釋她是在忙，
而且至少目前還沒有已讀不回的情形。

認識一個多月了，
從我們見面的聊天還有她的臉書內容，
讓我確定我很喜歡她，
但這樣冷冷的感覺，
更讓我的思念爆發。
上週末沒能再次約出來，
有點失望，
星期天我沒有訊息過去她也沒有過來，
剛剛晚上忍不住關心了一下，
她很快回我，
但我回覆後又是斷斷續續的訊息往返...
最終我傳了兩個笑臉結束話題...
（大約11點）
她也沒讀，
我想就這樣算了吧...（有失落感）
只是到了一點她突然又傳了「晚安囉」給我，
我實在不懂她到底怎麼想的呢？
一般如果對我沒興趣、不在乎，
不是忽略最後那個訊息去睡覺就好嗎？
何必多此一舉？
畢竟是網路交友認識的，
沒興趣大可不理...
如果還有點在乎，
真的是惜字如金嗎？
很想跟她多聊一下！

我也真的不知道該怎麼做好...
但我暫時還想硬撐，
希望這裡的女神們幫忙分析一下，
如果可以提供博取歡心的方法更好...
希望再約出來吃個飯或出去玩一次，
到時候直接感覺一下再決定是否放棄...
謝謝大家！

註：我雙子她水瓶
（不知是否有影響大家的建議）


--","
更讓我的思念爆發",思念
69,男女,"故事前提，本人母單男

約三年前工作單位新進一批同事

當時我對於未來出路迷惘

已決定半年後出國踏出從未離開的家鄉

嘗試尋找自己的方向



故事對象是其中一個新進女同事

給人印象是做事很俐落直接，行事很man

互動上感覺是個可愛不錯的人

與她的交集就僅止於同事關係



故事始於我即將離職的一個飯局上，也算是歡送會

我跟我的直屬上司都喝了些酒

當時我上司算在興頭上就說我和她都還沒有對象

有點撮合我們的意思但印象有些模糊

只記得她對我說出我愛妳這三個字

當時覺得內心深處某個開關就這樣被按下



事後我私訊她，她說沒別的意思，就場面話吧？

但我卻開始想我是不是喜歡她

母單的我本來就沒什麼自信

過去覺得自己沒辦法給別人幸福也就沒什麼與人交往的想法

這件事後卻開始渴望愛情

但又顧慮我要出國的事覺得不該耽誤別人

就這樣在剩餘的日子暗自喜歡她

心想隨時間淡去就好


出國期間僅在她跟主管要離職時私訊過一次



回國後偶然的過去同事揪一起出遊，她也有參與

我因為沒交通搭了她的車

過程也就一般互動沒特別發展

只是這之後想她的感覺越來越強烈

開始私訊她問她最近如何我最近怎樣或找問題問她

她每次都會回個幾句

只是通常很簡短或很直接常常變成尬聊

我也不敢太頻繁私她

大概每週幾次的頻率有時隔更久



就這樣持續了幾個月

我覺得我不曉得她現在有沒有交往對象

出國回來也是沒什麼長進怎麼給別人幸福

於是跟她坦白我從離職暈船到現在

希望她別當一回事我會自己找出路

但她卻回我說沒關係我們都還是單身

覺得無聊還是可以找她聊天

有空約吃飯，我也就答應了說好。



我不知道她是想給我機會亦或是單純表示關係依然友好

雖然暫時跳脫出想找她尬聊的思念

卻不知道未來該如何走





抱歉手機發文傷眼我盡量調整


-----
Sent from JPTT on my LGE LG-H870DS.

--","



我不知道她是想給我機會亦或是單純表示關係依然友好

雖然暫時跳脫出想找她尬聊的思念

卻不知道未來該如何走





抱歉手機發文傷眼我盡量調整


-----
sent from jptt on my lge lg-h870ds.

--",思念
70,男女,"文似乎是這樣開始的~

 「明天以後，若再次相遇在某個街頭
 不要問我，當初離開你是什麼理由
 一句問候，對我來說也太多
 倒不如低著頭從我背後經過，別叫我」 -- 戴佩妮 明天過後

     突然想到，那一年的分開，似乎還是想念著。
     現在的妳是否開心，是否快樂，是否幸福，是否‧‧‧

     對我很好的妳，依舊很希望妳是開心快樂的，不管是不是我。
     想著載著妳漫無目的閒晃著每一個地方，每一個角落。
     曾經在離那邊不遠的地方，說著要愛妳很久很久的我。

     是不是，明天過後，妳會不想看到我，希望我低著走，走過‧‧



                             --記得那個「寶寶的」的那個我，存在心中--
                                                           2020 02 13

--",似乎還是想念著,想念
71,男女,"小弟我第一次發文，
主要是純粹抒發心情，因此不會解釋太多我與她的詳細狀態。

大致就是熱絡相處三個月，從突然我告白後，還是以朋友的身分相處到至今。

這過程，心情是起起伏伏，也有很快樂的時候。
而痛苦到一個不行時，我便把當時的心情與情緒寫下來。

所以大家看看就好。


2019.01.27
我 愛上了一個人
我 不知道該不該等她
目前我想做的
就是享受著和他在一起的快樂時刻
讓她開心 陪她聊天、逛街、電影、唱歌


108.01.31
我知道
愛上你是很辛苦的…


108.2.5
已經三天沒看到你了
在這個剛守歲完的除夕夜
又開始非常很想妳
在電話中又必須壓抑這個想妳的心情
電話後 一個人 走到了天台
點著拙劣新手的菸
這一支菸 代表我的想念
期待著 幾天後可以與妳見面
牽著妳讓我心動不已的小手
即便是我們還是處在非常模糊的關係


2019.03.24
原來成熟這件事沒辦法強迫自己去假裝，
是要經過一次又一次慘痛的經驗換來的。
當妳說我一直把妳推入危險時才驚覺 ，
我完全沒有做到好好保護你這件事。
我太自私，一直只感受自己的情緒，跟不該說的人分享自己的狀況。
我太自私，只想著好好愛妳，卻沒有站在妳的立場替妳想。
我不夠成熟，容易讓自己陷入痛苦的情緒，無法自拔。
我不夠成熟，輕易脫口而出自以為可以做到的承諾。
現在的我，還配不上妳。
原來我還沒資格去愛一個人。


2019.08.01
如果最終跟她還是沒有結果
我以後就不要再當愛人的那一方
很卑微、很辛苦、很累......
畢竟是自己的選擇，不怨人、不後悔


2019.08.18
是該要開始慢慢對她放下了…
很痛苦 但是是必經過程
有的時候我真的很希望她趕快找到一個她很中意的對象 跟那個人在一起 甚至組成家庭 然
後不要理我
她就很幸福的過日子 我也可以替她高興 好把她放下


2019.8.29
真愛，並非藉另一個人來讓自己變得美滿，而是學習接受另一個人的不完美，使自己變得
完美。美好關係，也不在於你們有多麼合得來，而是你們如何接受彼此間不合之處。

節錄《愛，不是找到喜歡的人，而是接受不完美的他》


2019.11.15
如果有一天
遇到了妳真的很喜歡的人
也想跟他在一起
一定要跟我說
至少讓我有個心理準備
可以跟妳聊聊如何吸引上妳
假如妳真的願意跟我分享的話


2019.12.6
好痛苦 還是好痛苦
都已經一年了 我的心態還是沒有改善
我只能告訴我自己
我配不上他
我配不上他
我配不上他
我配不上他

真佩服敢自己去死的人
我連自殺的勇氣都沒有


2020.2.9
有人說我的心情是平靜的，
我無法理解。
一年以多了，我還是不時的在痛苦與糾結。
一直在試著改變自己的心態。
人生歷練不夠的我，一直無法看透你的心思，更別說走進去。
很挫折的是，我自認為為了要讓你明白我的誠懇，我攤出了百分之九十；而妳，我覺得你
只願意對我坦白百分之六十。
我真的並不怨你，只是無法理解自己這麼單純、傻。
就跟交朋友一樣失敗…
目前還是找不出一個選擇放棄的時間點，遙遙無期......

--","


2019.01.27
我 愛上了一個人
我 不知道該不該等她
目前我想做的
就是享受著和他在一起的快樂時刻
讓她開心 陪她聊天、逛街、電影、唱歌


108.01.31
我知道
愛上你是很辛苦的…


108.2.5
已經三天沒看到你了
在這個剛守歲完的除夕夜
又開始非常很想妳
在電話中又必須壓抑這個想妳的心情
電話後 一個人 走到了天台
點著拙劣新手的菸
這一支菸 代表我的想念
期待著 幾天後可以與妳見面
牽著妳讓我心動不已的小手
即便是我們還是處在非常模糊的關係


2019.03.24
原來成熟這件事沒辦法強迫自己去假裝",想念
72,男女,"很想念你，但又不知道該不該傳訊息給你
還是把自己打昏睡覺好了，嗚嗚…

其實每天很多話想說
也有疑問很想問，
但疑問的事，覺得你應該有新的決定了

那現在很想傳訊息給你的時候，來騷擾鄉民
（鄉民們請鼻要鞭打我，拜託）
你們是不是會說事情不寫清楚問你們，你們是要擲筊噢

晚安

--",很想念你,想念
73,男女,"以前資訊不發達的時候

跟女生相處不管是簡訊還是即時通

用字都字字珠璣

而因為資訊交流的困難

會回訊息的女性基本上能判定至少是有好感的

不然不會花上那個時間成本來理男生

後來社群、社交軟體、智慧手機發達

很多只要是還ok的女生社群軟體只要願意玩

基本上通知都是999+

好幾個女生朋友學生時代就普普 但後來出來玩訊息都一直響

怎麼講呢

總覺得資訊發達反而讓時代沒那麼單純

畢竟生物界一直都是女性展示自我吸引男性

而資訊的發達讓女性能夠大大的推廣自己

如果不是認識很久的朋友

新認識的女生朋友要聊天基本上都過很久嗯嗯哈哈的回QQ

總覺得這個時代越來越難交女友

看到很多普女往上好幾階找男友

而很多普男都流落成騙學生的網蟲

資訊發達的時代選擇的天秤應該嚴重朝女生傾斜吧

不知道大家怎麼看

蠻想念以前跟人家約時間地點都要事先講好不然人很難找的時代

--","以前資訊不發達的時候

跟女生相處不管是簡訊還是即時通

用字都字字珠璣

而因為資訊交流的困難

會回訊息的女性基本上能判定至少是有好感的

不然不會花上那個時間成本來理男生

後來社群、社交軟體、智慧手機發達

很多只要是還ok的女生社群軟體只要願意玩

基本上通知都是999+

好幾個女生朋友學生時代就普普 但後來出來玩訊息都一直響

怎麼講呢

總覺得資訊發達反而讓時代沒那麼單純

畢竟生物界一直都是女性展示自我吸引男性

而資訊的發達讓女性能夠大大的推廣自己

如果不是認識很久的朋友

新認識的女生朋友要聊天基本上都過很久嗯嗯哈哈的回qq

總覺得這個時代越來越難交女友

看到很多普女往上好幾階找男友

而很多普男都流落成騙學生的網蟲

資訊發達的時代選擇的天秤應該嚴重朝女生傾斜吧

不知道大家怎麼看

蠻想念以前跟人家約時間地點都要事先講好不然人很難找的時代

--",想念
74,男女,"先聲明 是代po 不同意記者抄文

不知有沒有鄉民是娶越南新娘十年的，先說明一下，本魯今年30，小叔叔在十年前年約48
的時候，娶了一位28的越南妹，兩人都是二婚，越南妹有一位10歲孩子。

小叔叔年輕時是放浪不羈的浪子，脾氣直，卻也仗義執言，交女友也不娶人家，有一位女
友成功收服，但沒有好好經營婚姻，很快一兩年的時間，台女也受不了這樣的個性跟生活
而離婚了，因為沒小孩，台女也沒要什麼的就拜了。

第一段婚姻離婚後，因為是家中最小，也是長輩最擔心的一位，所有的哥哥姊姊親朋好友
，都相繼介紹人選，最後去越南碰到了現在的嬸嬸。

一樣該花的錢就是那些，還有蓋了一間水泥磚頭房子才娶回來，本來女方家是茅草屋+泥
土地面，這篇不是要探討花多少錢，其實最花錢都不是前面這些，而是往後的日子，影響
了一整個家族。

嬸嬸來台後，每個月寄回給越南錢是必需的，每次回家鄉要宴請全村流水席，以示嫁很好
，也開啟了，不是在生小孩，就是在前往生小孩的路途上，至今已經貢獻了五位，當然這
些花費靠小叔叔一個人賺錢是不可能了，阿嬤就不斷的資助掏錢，最後台北市信義區60坪
的華夏+雙車位直接過戶到叔名下，條件是要照顧阿嬤的生活起居（以前阿嬤的生活起居
，是阿嬤自己的存款，請外傭在打理，自從嬸嬸來後，覺得是浪費錢，就辭退了。）

當然這些就引起我爸那輩的不滿，總共四個兄弟姐妹，所有的資產就給了小叔叔一位，而
且房子過戶還是我爸某天去辦事的時候發現的，發現時候早以過戶了好多年，其他三位兄
弟姐妹抗議無效後，再也不跟阿嬤聯繫了，在這之前本魯天真的以為，資產不就是幾人除
已幾的概念，或者是某個比例分配，而不是全額獨佔（p.s沒有阿公是因為阿公早已過逝
）。

後來這十年，那間房子除了住了叔叔一家人，還包含越南的親友，嬸嬸的弟弟妹妹表弟表
妹岳父岳母，請把他想成寄生上流的概念，只是人數比較多而已，但我記得寄生上流也沒
有住在那，還有那個淹水家呀，而且也算是對於宿主都有貢獻跟工作。


阿嬤因年紀大，行動不便都要拿拐杖了，越南親友團來台，自然也不會帶他一起出門，只
會被留在家中，作為晚輩的我，對於這種事情也無能為力，阿嬤非常遵循時代的枷鎖，看
到小叔叔成家了，卻也不放心，一次又一次的援助，把這些攬成一生的責任，似乎是那個
年代冠夫姓的宿命，一生為小孩付出。本魯只能有時打電話給阿嬤跟他講講話，聽他說這
次過年他算過，總共有18個越南親友擠在房子裡面，總共是18+原本的（嬸嬸叔叔+五位小
孩+阿嬤）8=26，然而這樣擁擠吵鬧的空間，對於一個
長者是不適合的。

這是本魯的個人親身經歷，也不代表每個例子都會相似，有要跟越南結婚的可以自行衡量
，本魯剛好過年特別感慨，如果阿公不這麼早過世，如果小叔叔有跟前妻好好的生活，是
不是整個家族就不會失和了呢，本魯很懷念十年前，每年大家一起在阿嬤家過年圍爐的時
光，對於阿嬤家的那種情懷與思念，滿桌的年菜、熱鬧的喧囂，原來當年的平凡幸福，是
這麼的不平凡。


--",本魯很懷念十年前,懷念
